No.,TITLE,AUTHOR,ACCESSION NO.,CALL NUMBER,DATE ACQUIRED,Summary,Keywords,General_Category,Sub_Category,Like,Dislike
3256,The great conversation: a reader’s guide to great books of the western world,,2002kh,KH082 G798 1993,,"""The Great Conversation: A Reader’s Guide to Great Books of the Western World"" explores the rich tapestry of influential works that have shaped Western thought and culture. The book serves as a comprehensive guide to understanding and appreciating the pivotal ideas and discussions that have emerged from these canonical texts. It delves into the interconnected nature of these works and their ongoing dialogue across time, emphasizing the importance of engaging with these texts to foster a deeper understanding of human thought and society.","US history, milestones, events, significant, impact",History,Non-Fiction,18,19
3257,Great dates in US history,,1742kh,KH973.0202 G798 1994,,"'Great Dates in US History' highlights significant events that have shaped the United States, providing insights into pivotal moments and their lasting impacts on the nation's development. The book delves into historical milestones, offering context and analysis of events that have influenced American society, politics, and culture.","discoveries, inventions, technology, science, innovation",History,History,9,20
3258,Great discoveries & inventions,"Lambert, Mark",3819kh,KH500 L172g 1988,26/04/2006,"""Great Discoveries & Inventions"" by Mark Lambert explores the pivotal scientific discoveries and technological inventions that have transformed human civilization. The book delves into the stories behind these breakthroughs, highlighting the inventors and the impact of their creations on society. From the wheel to the internet, Lambert provides a comprehensive overview of how human ingenuity has shaped the modern world.","mystery, artist, deceit, portrait, secrets",Fiction,Non-Fiction,12,11
3259,The great English nude,"Mason, Simon",1429kh,KH808.82512 M381g 1990,,"""The Great English Nude"" by Simon Mason is a captivating mystery novel that revolves around the life of a struggling artist, Tim Cornish, who becomes entangled in a complex web of deceit and intrigue. The story unfolds as Tim is commissioned to paint the portrait of a mysterious woman, only to find himself drawn into a plot filled with secrets, betrayal, and unexpected twists. As he navigates the challenges of his art and personal life, Tim must confront his own vulnerabilities and the enigmatic figures surrounding him.","cookbook, quick recipes, time-saving, nutritious, home cooking",Culinary,Mystery,9,16
3260,Great meals in minutes,,3396kh,KH641.555 G798 1992,,"""Great Meals in Minutes"" is a cookbook designed for busy individuals who seek to prepare delicious and nutritious meals in a short amount of time. The book offers a variety of recipes that cater to different tastes and dietary preferences, all emphasizing quick preparation without compromising on flavor or quality. Each recipe is accompanied by step-by-step instructions and tips to streamline the cooking process, making it an ideal resource for home cooks looking to enjoy quality meals despite a hectic schedule.","composers, classical, music, anthology, biography",Culinary,Culinary,10,7
3261,Great men of music: The Definite Collection CD,,,,,"""Great Men of Music: The Definite Collection CD"" is an anthology that explores the lives and works of iconic composers and musicians who have shaped the landscape of classical music. Through detailed narratives and curated selections of their most significant compositions, the book offers insights into the personal and professional journeys of these musical legends, celebrating their enduring impact on the world of music.","Bach, Baroque, music, compositions, orchestral",Art & Media,Biography,19,11
3756,1001 images of cars,"Bureau, Jerome",1520kh,KH388.342 B898o 1993,,"""1001 Images of Cars"" by Jerome Bureau offers a captivating visual journey through the history of automobiles, showcasing a diverse collection of iconic and classic cars. The book presents high-quality images that highlight the design, innovation, and cultural impact of cars over the decades, making it a must-have for car enthusiasts and collectors.","dogs, photography, breeds, expressions, diversity",Other,Photography,9,18
2994,Disney’s The Hunchback Of Notre Dame Vols. 1-6,,5047 – 5052kh,KH808.899282 D632h 1996,,"""Disney’s The Hunchback Of Notre Dame Vols. 1-6"" is a graphic novel adaptation of the classic Disney animated film, which is inspired by Victor Hugo's novel. The story follows Quasimodo, the kind-hearted and deformed bell-ringer of Notre Dame Cathedral, as he navigates a world filled with prejudice and injustice. With the help of the compassionate gypsy Esmeralda and his friends, Quasimodo confronts the oppressive forces embodied by the sinister Judge Frollo. The series explores themes of acceptance, friendship, and the struggle for justice in the face of societal discrimination.","Disney, English, education, children, language learning",Children,Graphic Novel,8,7
3230,Get set… Go! : collage,"Thompson, Ruth",4504kh,KH372.52 T386g 1993,,"""Get set… Go! : collage"" by Ruth Thompson is a creative exploration of the art of collage-making. The book provides readers with step-by-step guidance on how to create their own collages, offering insights into various techniques and materials. It encourages artistic expression and experimentation, making it accessible for both beginners and experienced artists.","printing, children, education, creativity, techniques",Children,Art,8,8
3265,The Definite Collection CD     Schubert [1797-1828]A-B,,4711kh- 4712kh,,5/11/1998,"""The Definite Collection CD Schubert [1797-1828]A-B"" is a comprehensive compilation of Franz Schubert's musical works, showcasing the genius of the composer who lived from 1797 to 1828. This collection captures the essence of Schubert's contributions to classical music, highlighting his symphonies, chamber music, and lieder. It serves as an essential resource for both enthusiasts and newcomers to Schubert's music, offering a deep dive into his melodious and emotive compositions.","Chopin, classical music, piano, compositions, collection",Art & Media,Music,8,5
3491,Klimt,"Constantino, Maria",1379kh,KH741.9436 C823k 1994,,"""Klimt"" by Maria Constantino is an exploration of the life and works of Gustav Klimt, the renowned Austrian symbolist painter known for his distinctive style and contribution to the Art Nouveau movement. The book delves into Klimt's artistic journey, examining his influences, themes, and the cultural context of his most famous pieces. It also highlights his impact on the art world and the legacy he left behind.","knowledge management, corporate transformation, values, innovation, sustainability",Business & Career,Art,8,8
